1,2,20;0,4,10;1,1,4;
0,113,90;2,6,86;2,82,82;
0,113,90;2,6,86;2,82,82;
0,113,90;2,6,86;2,82,82;
0,113,90;2,6,86;2,82,82;
0,113,90;2,82,82;2,6,82;
0,113,90;2,6,82;2,82,82;
0,113,90;2,82,82;2,6,82;
0,113,90;2,6,82;2,82,82;
0,113,90;2,82,82;2,6,82;
0,113,100;2,6,82;2,82,82;
0,113,94;2,82,82;2,6,82;
0,113,94;2,6,82;2,82,82;
0,113,94;2,82,82;2,6,82;
0,113,94;2,6,82;2,82,82;
0,113,94;2,82,82;2,6,82;
0,113,94;2,6,82;2,82,82;
0,113,94;2,82,82;2,6,82;
0,113,94;1,31,86;2,6,82;
0,113,94;1,31,86;2,6,82;
0,113,94;1,31,86;2,6,82;
0,113,94;2,82,92;1,31,86;
2,82,102;0,113,94;1,31,86;
2,82,102;0,113,94;1,31,86;
2,82,102;0,113,94;1,31,86;
2,82,102;1,31,96;0,113,94;
2,82,102;1,31,96;0,113,94;
1,31,106;2,82,102;0,113,94;
1,31,106;2,82,102;0,113,94;
1,31,106;2,82,102;0,113,94;
1,31,106;2,82,96;0,113,94;
1,31,106;2,82,96;0,113,94;
1,31,106;2,82,96;0,113,94;
1,31,106;2,82,96;0,113,94;
1,31,106;2,82,96;0,113,94;
1,31,106;2,82,96;0,113,94;
1,31,100;2,82,96;0,113,94;
1,31,100;2,82,96;0,113,88;
1,31,100;2,82,96;0,113,88;
1,31,100;2,82,96;0,113,88;
1,31,100;2,82,96;0,113,88;
1,31,110;2,82,96;0,113,88;
1,31,110;2,82,96;0,113,88;
1,31,110;0,113,98;2,82,96;
1,31,110;0,113,98;2,82,96;
1,31,110;0,113,98;2,82,96;
1,31,110;0,113,98;2,82,96;
1,31,120;0,113,98;2,82,96;
1,31,120;0,113,98;2,82,96;
1,31,120;2,82,96;0,113,92;
1,31,120;0,86,98;2,82,96;
1,31,120;0,113,102;0,86,98;
1,31,120;0,113,102;0,86,98;
1,31,114;0,113,102;0,86,98;
1,31,114;0,113,102;0,86,98;
1,31,114;0,113,102;2,82,96;
1,31,114;2,82,106;0,113,102;
1,31,124;2,82,106;0,113,102;
1,31,124;2,82,106;0,113,102;
1,31,124;2,82,106;0,113,102;
1,31,124;2,82,116;0,113,102;
1,31,124;2,82,116;0,113,96;
1,31,124;2,82,112;0,113,96;
1,31,124;2,82,112;0,113,96;
1,31,124;2,82,112;0,113,96;
1,31,124;2,82,112;0,113,106;
1,31,124;2,82,112;0,113,106;
1,31,124;2,82,122;0,113,106;
1,31,124;2,82,122;0,113,106;
1,31,124;2,82,122;0,113,106;
1,31,124;2,82,122;0,113,116;
1,31,124;2,82,122;0,113,116;
1,31,124;2,82,122;0,113,120;
2,82,132;1,31,124;0,113,120;
2,82,132;1,31,124;0,113,120;
2,82,132;1,31,124;0,113,120;
2,82,142;1,31,124;0,113,120;
2,82,138;1,31,124;0,113,120;
2,82,148;1,31,124;0,113,120;
2,82,142;0,113,130;1,31,124;
2,82,142;1,31,134;0,113,130;
2,82,142;1,31,134;0,113,130;
2,82,142;1,31,134;0,113,130;
2,82,142;1,31,134;0,113,130;
2,82,142;1,31,134;0,113,130;
2,82,152;1,31,134;0,113,130;
2,82,152;1,31,134;0,113,124;
2,82,152;1,31,134;0,113,124;
2,82,152;1,31,134;0,113,124;
2,82,146;1,31,130;0,113,124;
2,82,146;0,113,134;1,31,130;
2,82,146;0,113,134;1,31,130;
2,82,146;0,113,134;1,31,130;
2,82,146;0,113,134;1,31,130;
2,82,156;0,113,134;1,31,130;
2,82,156;1,31,140;0,113,134;
2,82,156;1,31,140;0,113,134;
2,82,156;1,31,150;0,113,134;
2,82,156;1,31,150;0,113,134;
1,31,150;2,82,150;0,113,134;
1,31,160;2,82,150;0,113,134;
1,31,160;2,82,144;0,113,134;
1,31,160;2,82,154;0,113,134;
1,31,160;2,82,154;0,113,134;
1,31,160;2,82,150;0,113,134;
1,31,160;2,82,150;0,113,144;
1,31,160;2,82,150;0,113,144;
1,31,160;2,82,150;0,113,144;
2,82,160;1,31,160;0,113,144;
1,31,160;2,82,160;0,113,144;
2,82,160;1,31,156;0,113,144;
2,82,160;1,31,156;0,113,144;
2,82,160;1,31,156;0,113,144;
2,82,160;1,31,156;0,113,138;
2,82,160;1,31,156;0,113,138;
1,31,166;2,82,154;0,113,138;
1,31,166;2,82,164;0,113,138;
1,31,166;2,82,164;0,113,138;
1,31,166;2,82,164;0,113,138;
1,31,166;2,82,164;0,113,138;
1,31,166;2,82,164;0,113,138;
1,31,176;2,82,164;0,113,138;
1,31,186;2,82,164;0,113,138;
1,31,186;2,82,164;0,113,148;
1,31,186;2,82,164;0,113,148;
1,31,186;2,82,158;0,113,148;
1,31,186;2,82,158;0,113,148;
1,31,180;2,82,158;0,113,148;
1,31,180;2,82,158;0,113,148;
1,31,180;2,82,158;0,113,148;
1,31,180;2,82,158;0,113,148;
1,31,180;2,82,158;0,113,148;
1,31,180;2,82,158;0,113,142;
1,31,180;2,82,158;0,113,142;
1,31,176;2,82,158;0,113,136;
1,31,176;2,82,158;0,113,146;
1,31,176;2,82,158;0,113,146;
1,31,176;2,82,158;0,113,156;
1,31,176;2,82,158;0,113,156;
1,31,176;2,82,158;0,113,156;
1,31,186;2,82,158;0,113,156;
1,31,186;2,82,158;0,113,156;
1,31,186;2,82,158;0,113,156;
1,31,180;2,82,158;0,113,156;
1,31,180;2,82,158;0,113,156;
1,31,180;2,82,158;0,113,156;
1,31,180;2,82,158;0,113,156;
1,31,180;2,82,158;0,113,156;
1,31,184;2,82,158;0,113,156;
1,31,184;2,82,158;0,113,156;
1,31,184;2,82,158;0,113,156;
1,31,184;2,82,158;0,113,156;
1,31,184;2,82,158;0,113,156;
1,31,194;2,82,158;0,113,150;
1,31,194;2,82,158;0,113,150;
1,31,194;2,82,158;0,113,146;
1,31,188;2,82,158;0,113,146;
1,31,184;2,82,158;0,113,146;
1,31,184;2,82,158;0,113,146;
1,31,184;2,82,158;0,113,146;
1,31,184;2,82,158;0,113,146;
1,31,184;2,82,158;0,113,146;
1,31,184;2,82,158;0,113,146;
1,31,184;2,82,158;0,113,146;
1,31,184;2,82,158;0,113,146;
1,31,184;2,82,158;0,113,146;
1,31,184;2,82,158;0,113,146;
1,31,178;2,82,158;0,113,146;
1,31,178;2,82,168;0,113,146;
1,31,178;2,82,168;0,113,146;
2,82,178;1,31,178;0,113,146;
1,31,178;2,82,178;0,113,146;
1,31,178;2,82,172;0,113,156;
1,31,178;2,82,172;0,113,156;
1,31,178;2,82,166;0,113,156;
1,31,178;2,82,166;0,113,156;
1,31,178;2,82,166;0,113,156;
1,31,178;2,82,166;0,113,156;
1,31,178;2,82,166;0,113,156;
1,31,172;2,82,166;0,113,156;
1,31,172;2,82,166;0,113,156;
1,31,172;2,82,166;0,113,156;
2,82,166;1,31,166;0,113,156;
1,31,166;2,82,166;0,113,156;
2,82,166;1,31,166;0,113,156;
1,31,166;2,82,166;0,113,156;
2,82,166;1,31,166;0,113,156;
1,31,166;2,82,162;0,113,156;
1,31,166;2,82,162;0,113,156;
1,31,166;2,82,162;0,113,156;
1,31,176;2,82,162;0,113,156;
1,31,176;0,113,166;2,82,162;
1,31,176;0,113,166;2,82,162;
1,31,176;0,113,166;2,82,162;
1,31,176;0,113,166;2,82,162;
1,31,176;0,113,166;2,82,162;
1,31,172;0,113,166;2,82,162;
1,31,172;0,113,166;2,82,162;
1,31,172;0,113,166;2,82,162;
1,31,172;2,82,162;0,113,162;
1,31,172;0,113,162;2,82,162;
1,31,172;2,82,162;0,113,162;
1,31,172;0,113,162;2,82,162;
1,31,172;2,82,162;0,113,162;
0,113,172;1,31,172;2,82,162;
0,113,182;1,31,172;2,82,162;
0,113,182;1,31,172;2,82,162;
0,113,182;1,31,166;2,82,162;
0,113,182;1,31,166;2,82,162;
0,113,182;1,31,166;2,82,162;
0,113,176;1,31,166;2,82,162;
0,113,176;1,31,166;2,82,162;
0,113,176;2,82,172;1,31,166;
0,113,176;2,82,172;1,31,166;
0,113,176;2,82,172;1,31,166;
0,113,176;2,82,172;1,31,166;
0,113,176;2,82,172;1,31,166;
0,113,176;2,82,172;1,31,160;
0,113,176;2,82,172;1,31,160;
0,113,176;2,82,172;1,31,160;
2,82,172;0,113,172;1,31,160;
0,113,182;2,82,172;1,31,160;
0,113,182;2,82,172;1,31,160;
0,113,182;2,82,172;1,31,160;
0,113,186;2,82,172;1,31,160;
0,113,186;2,82,172;1,31,160;
0,113,186;2,82,172;1,31,156;
0,113,186;2,82,172;1,31,166;
0,113,186;2,82,172;1,31,166;
0,113,186;2,82,172;1,31,166;
0,113,186;2,82,172;1,31,166;
0,113,186;2,82,172;1,31,166;
0,113,186;1,31,166;2,82,166;
0,113,186;2,82,166;1,31,166;
0,113,186;2,82,166;1,31,160;
0,113,186;2,82,166;1,31,160;
0,113,186;2,82,166;1,31,160;
0,113,186;2,82,166;1,31,160;
0,113,186;2,82,166;1,31,160;
0,113,186;1,31,160;2,82,160;
0,113,186;2,82,160;1,31,160;
0,113,182;2,82,170;1,31,160;
0,113,182;2,82,170;1,31,160;
0,113,182;2,82,180;1,31,160;
0,113,192;2,82,180;1,31,160;
0,113,192;2,82,180;1,31,160;
0,113,202;2,82,180;1,31,160;
0,113,202;2,82,180;1,31,160;
0,113,196;2,82,180;1,31,160;
0,113,196;2,82,180;1,31,160;
0,113,196;2,82,180;1,31,160;
0,113,196;2,82,184;1,31,160;
0,113,196;2,82,184;1,31,160;
0,113,196;2,82,184;1,31,160;
0,113,196;2,82,184;1,31,160;
0,113,196;2,82,184;1,31,160;
0,113,196;2,82,184;1,31,160;
0,113,190;2,82,184;1,31,160;
0,113,190;2,82,184;1,31,160;
0,113,186;2,82,184;1,31,160;
2,82,184;0,113,180;1,31,160;
2,82,184;0,113,180;1,31,160;
0,113,180;2,82,178;1,31,160;
0,113,180;2,82,178;0,86,166;
0,113,180;2,82,178;0,86,166;
2,82,188;0,113,180;0,86,166;
2,82,188;0,113,180;0,86,166;
2,82,182;0,113,180;0,86,176;
2,82,182;0,113,180;0,86,176;
2,82,192;0,113,180;0,86,176;
2,82,186;0,113,180;0,86,176;
2,82,182;0,113,180;0,86,176;
2,82,182;0,86,176;0,113,174;
2,82,182;0,86,176;0,113,174;
2,82,182;0,86,176;0,113,174;
2,82,182;0,86,176;0,113,174;
2,82,182;0,86,176;0,113,174;
2,82,182;0,86,176;0,113,174;
2,82,182;0,86,176;0,113,174;
2,82,182;0,86,176;0,113,174;
2,82,182;0,86,176;0,113,174;
2,82,182;0,113,174;1,31,174;
2,82,182;0,86,180;1,31,174;
1,31,184;0,86,180;2,82,176;
1,31,184;0,86,180;2,82,176;
1,31,184;0,86,180;2,82,176;
1,31,184;0,86,180;2,82,176;
2,82,186;1,31,184;0,86,180;
2,82,186;1,31,184;0,86,180;
1,31,184;2,82,182;0,86,180;
1,31,184;2,82,182;0,86,180;
1,31,184;2,82,182;0,86,180;
1,31,184;2,82,182;0,86,180;
2,82,192;1,31,184;0,86,180;
2,82,192;1,31,184;0,86,180;
2,82,192;1,31,184;0,86,180;
2,82,192;1,31,184;0,86,180;
2,82,192;1,31,184;0,86,180;
2,82,186;1,31,184;0,86,176;
2,82,186;1,31,184;0,86,176;
2,82,186;1,31,178;0,86,176;
2,82,186;1,31,178;0,86,176;
2,82,186;1,31,178;0,113,174;
2,82,186;0,113,174;1,31,172;
2,82,186;0,113,174;1,31,172;
2,82,186;0,113,174;1,31,172;
2,82,186;0,113,174;1,31,172;
2,82,192;0,113,174;1,31,172;
2,82,192;0,113,174;0,86,170;
2,82,192;0,113,174;0,86,170;
2,82,188;0,113,174;0,86,170;
2,82,188;0,113,174;0,86,170;
2,82,182;0,113,174;0,86,170;
2,82,182;0,113,174;0,86,170;
2,82,182;0,113,174;1,31,166;
2,82,182;0,113,174;1,31,166;
2,82,182;0,113,174;1,31,166;
2,82,182;0,113,168;1,31,166;
2,82,182;0,113,168;1,31,166;
2,82,182;0,113,168;1,31,166;
2,82,182;0,113,168;1,31,166;
2,82,182;0,113,168;1,31,166;
2,82,176;0,113,168;1,31,166;
2,82,176;0,113,168;1,31,166;
2,82,176;0,113,168;1,31,166;
2,82,176;0,113,168;1,31,166;
2,82,176;0,113,168;1,31,166;
2,82,176;0,113,168;1,31,166;
2,82,176;0,113,168;1,31,166;
0,113,178;2,82,176;1,31,166;
2,82,186;0,113,174;1,31,166;
2,82,186;0,113,174;1,31,166;
2,82,186;0,113,174;1,31,166;
2,82,182;0,113,174;1,31,166;
2,82,182;0,113,174;0,86,164;
2,82,182;0,113,174;0,86,164;
2,82,176;0,113,174;0,86,164;
2,82,176;0,113,174;0,86,164;
2,82,176;0,113,174;0,86,164;
2,82,176;0,113,174;0,86,164;
2,82,176;0,113,174;0,86,164;
0,113,184;2,82,176;0,86,164;
0,113,184;2,82,176;0,86,164;
0,113,184;2,82,176;0,86,164;
0,113,194;2,82,176;0,86,164;
0,113,194;2,82,176;0,86,174;
0,113,194;2,82,176;0,86,174;
0,113,194;2,82,176;0,86,174;
0,113,188;2,82,176;0,86,174;
0,113,188;2,82,176;0,86,174;
0,113,188;2,82,176;0,86,174;
0,113,188;0,86,174;2,82,172;
0,113,198;0,86,174;2,82,172;
0,113,198;0,86,174;2,82,172;
0,113,208;0,86,174;2,82,172;
0,113,208;0,86,174;2,82,172;
0,113,208;0,86,174;2,82,172;
0,113,208;2,82,172;0,86,170;
0,113,208;2,82,182;0,86,170;
0,113,208;2,82,182;0,86,170;
0,113,218;2,82,182;0,86,170;
0,113,218;2,82,182;0,86,170;
0,113,218;2,82,182;0,86,170;
0,113,214;2,82,182;0,86,170;
0,113,214;2,82,182;0,86,170;
0,113,214;2,82,182;0,86,170;
0,113,210;2,82,182;0,86,170;
0,113,210;2,82,182;0,86,170;
0,113,210;2,82,182;0,86,170;
0,113,204;2,82,182;0,86,170;
0,113,204;2,82,182;0,86,170;
0,113,204;2,82,182;0,86,170;
0,113,198;2,82,192;0,86,170;
0,113,198;2,82,192;0,86,170;
0,113,198;2,82,192;0,86,170;
0,113,198;2,82,192;0,86,170;
2,82,202;0,113,198;0,86,170;
2,82,202;0,113,198;0,86,170;
2,82,202;0,113,198;0,86,170;
2,82,202;0,113,198;0,86,170;
2,82,202;0,113,198;0,86,170;
2,82,202;0,113,198;0,86,170;
2,82,202;0,113,198;0,86,170;
2,82,202;0,113,198;0,86,170;
2,82,202;0,113,198;0,86,170;
2,82,202;0,113,198;0,86,170;
2,82,202;0,113,198;0,86,170;
2,82,202;0,113,198;0,86,170;
2,82,202;0,113,198;0,86,170;
2,82,202;0,113,198;0,86,170;
2,82,202;0,113,198;0,86,170;
2,82,202;0,113,198;0,86,170;
2,82,202;0,113,198;0,86,170;
2,82,202;0,113,198;0,86,170;
2,82,202;0,113,198;0,86,170;
2,82,202;0,113,198;0,86,170;
2,82,202;0,113,198;0,86,176;
2,82,202;0,113,198;0,86,186;
2,82,202;0,113,198;0,86,186;
0,113,204;2,82,202;0,86,186;
0,113,204;2,82,202;0,86,186;
0,113,204;2,82,202;0,86,186;
0,113,204;2,82,202;0,86,182;
0,113,204;2,82,202;0,86,182;
0,113,204;2,82,202;0,86,182;
0,113,214;2,82,202;0,86,182;
0,113,214;2,82,202;0,86,182;
0,113,214;2,82,202;0,86,182;
0,113,214;2,82,202;0,86,182;
0,113,214;2,82,202;0,86,182;
0,113,224;2,82,202;0,86,182;
0,113,224;2,82,202;0,86,182;
0,113,224;2,82,202;0,86,182;
0,113,224;2,82,202;0,86,182;
0,113,224;2,82,202;0,86,182;
0,113,224;2,82,212;0,86,182;
0,113,224;2,82,212;0,86,182;
0,113,224;2,82,212;0,86,182;
0,113,224;2,82,212;0,86,182;
0,113,224;2,82,212;0,86,182;
0,113,224;2,82,222;0,86,182;
0,113,224;2,82,222;0,86,182;
0,113,224;2,82,222;0,86,176;
0,113,234;2,82,222;0,86,176;
0,113,234;2,82,222;0,86,170;
0,113,234;2,82,222;0,86,170;
0,113,234;2,82,216;0,86,170;
0,113,234;2,82,216;0,86,170;
0,113,234;2,82,216;0,86,170;
0,113,234;2,82,210;0,86,170;
0,113,234;2,82,220;0,86,170;
0,113,244;2,82,220;0,86,170;
0,113,244;2,82,216;0,86,170;
0,113,248;2,82,216;0,86,170;
0,113,248;2,82,216;0,86,170;
0,113,248;2,82,212;0,86,170;
0,113,248;2,82,212;0,86,170;
0,113,248;2,82,212;0,86,170;
0,113,248;2,82,212;0,86,170;
0,113,248;2,82,212;0,86,170;
0,113,248;2,82,212;0,86,170;
0,113,248;2,82,222;0,86,170;
0,113,248;2,82,222;0,86,170;
0,113,248;2,82,222;0,86,170;
0,113,248;2,82,222;0,86,170;
0,113,248;2,82,222;0,86,170;
0,113,248;2,82,222;0,86,170;
0,113,248;2,82,222;0,86,170;
0,113,248;2,82,222;0,86,170;
0,113,248;2,82,222;0,86,170;
0,113,248;2,82,222;0,86,170;
0,113,248;2,82,222;0,86,170;
0,113,248;2,82,222;0,86,170;
0,113,258;2,82,222;0,86,170;
0,113,258;2,82,222;0,86,170;
0,113,258;2,82,222;0,86,170;
0,113,258;2,82,222;0,86,170;
0,113,258;2,82,222;2,105,180;
0,113,258;2,82,222;2,105,180;
0,113,258;2,82,222;2,105,180;
0,113,268;2,82,222;2,105,180;
0,113,268;2,82,222;2,105,180;
0,113,268;2,82,222;2,105,180;
0,113,268;2,82,222;2,105,180;
0,113,268;2,82,222;2,105,180;
0,113,268;2,82,222;2,105,180;
0,113,262;2,82,222;2,105,180;
0,113,262;2,82,222;2,105,180;
0,113,262;2,82,232;2,105,180;
0,113,262;2,82,232;2,105,180;
0,113,262;2,82,232;2,105,180;
0,113,262;2,82,232;2,105,180;
0,113,262;2,82,232;2,105,180;
0,113,262;2,82,232;2,105,180;
0,113,262;2,82,232;2,105,180;
0,113,262;2,82,232;2,105,180;
0,113,262;2,82,232;2,105,180;
0,113,262;2,82,232;2,105,180;
0,113,262;2,82,232;2,105,180;
0,113,262;2,82,232;2,105,180;
0,113,262;2,82,232;2,105,180;
0,113,262;2,82,232;2,105,180;
0,113,262;2,82,232;2,105,180;
0,113,262;2,82,232;2,105,180;
0,113,262;2,82,232;2,105,180;
0,113,262;2,82,232;2,105,180;
0,113,262;2,82,232;2,105,180;
0,113,262;2,82,232;2,105,180;
0,113,256;2,82,232;2,105,180;
0,113,256;2,82,232;2,105,180;
0,113,250;2,82,232;1,240,188;
0,113,250;2,82,232;1,240,188;
0,113,250;2,82,232;1,240,188;
0,113,250;2,82,232;1,240,188;
0,113,250;2,82,232;1,240,188;
0,113,250;2,82,232;1,240,188;
0,113,250;2,82,232;2,105,190;
0,113,256;2,82,232;2,105,190;
0,113,256;2,82,232;2,105,190;
0,113,266;2,82,232;2,105,190;
0,113,276;2,82,232;2,105,190;
0,113,276;2,82,232;2,105,190;
0,113,276;2,82,226;2,105,190;
0,113,276;2,82,226;2,105,190;
0,113,276;2,82,226;2,105,190;
0,113,276;2,82,226;2,105,190;
0,113,276;2,82,226;2,105,190;
0,113,276;2,82,226;2,105,190;
0,113,276;2,82,226;2,105,190;
0,113,276;2,82,236;2,105,190;
0,113,276;2,82,236;2,105,190;
0,113,276;2,82,236;2,105,190;
0,113,276;2,82,236;2,105,186;
0,113,276;2,82,236;2,105,186;
0,113,276;2,82,236;2,105,186;
0,113,276;2,82,236;2,105,186;
0,113,276;2,82,236;2,105,186;
0,113,270;2,82,236;2,105,186;
0,113,270;2,82,236;2,105,186;
0,113,270;2,82,236;2,105,186;
0,113,270;2,82,236;2,105,186;
0,113,266;2,82,236;2,105,186;
0,113,266;2,82,236;2,105,186;
0,113,260;2,82,236;2,105,186;
0,113,260;2,82,236;2,105,186;
0,113,260;2,82,236;2,105,186;
0,113,260;2,82,246;2,105,186;
0,113,260;2,82,246;2,105,186;
0,113,260;2,82,246;2,105,186;
0,113,260;2,82,246;2,105,186;
0,113,270;2,82,246;1,240,186;
0,113,270;2,82,246;2,105,182;
0,113,270;2,82,246;2,105,182;
0,113,270;2,82,246;2,105,182;
0,113,270;2,82,246;2,105,182;
0,113,280;2,82,246;2,105,182;
0,113,280;2,82,242;2,105,182;
0,113,280;2,82,242;2,105,182;
0,113,280;2,82,242;2,105,182;
0,113,280;2,82,242;2,105,182;
0,113,280;2,82,242;2,105,182;
0,113,280;2,82,242;2,105,182;
0,113,280;2,82,242;2,105,182;
0,113,280;2,82,242;2,105,182;
0,113,280;2,82,242;2,105,182;
0,113,280;2,82,242;2,105,182;
0,113,280;2,82,242;2,105,192;
0,113,280;2,82,242;2,105,192;
0,113,290;2,82,238;2,105,192;
0,113,290;2,82,238;2,105,202;
0,113,290;2,82,238;2,105,202;
0,113,290;2,82,238;2,105,202;
0,113,290;2,82,232;2,105,212;
0,113,290;2,82,232;2,105,212;
